win = 654, tie = 96, loss = 74
win = 654, tie = 97, loss = 74
win = 655, tie = 97, loss = 74
win = 656, tie = 97, loss = 74
win = 657, tie = 97, loss = 74
win = 658, tie = 97, loss = 74
win = 659, tie = 97, loss = 74
win = 660, tie = 97, loss = 74
win = 661, tie = 97, loss = 74
win = 662, tie = 97, loss = 74
win = 663, tie = 97, loss = 74
win = 664, tie = 97, loss = 74
win = 665, tie = 97, loss = 74
win = 665, tie = 98, loss = 74
win = 666, tie = 98, loss = 74
win = 667, tie = 98, loss = 74
win = 668, tie = 98, loss = 74
win = 669, tie = 98, loss = 74
win = 670, tie = 98, loss = 74
win = 671, tie = 98, loss = 74
win = 672, tie = 98, loss = 74
win = 673, tie = 98, loss = 74
win = 674, tie = 98, loss = 74
win = 674, tie = 98, loss = 75
win = 675, tie = 98, loss = 75
win = 676, tie = 98, loss = 75
win = 677, tie = 98, loss = 75
win = 678, tie = 98, loss = 75
win = 679, tie = 98, loss = 75
win = 680, tie = 98, loss = 75
win = 680, tie = 99, loss = 75
win = 680, tie = 100, loss = 75
win = 681, tie = 100, loss = 75
win = 682, tie = 100, loss = 75
win = 683, tie = 100, loss = 75
win = 684, tie = 100, loss = 75
win = 685, tie = 100, loss = 75
win = 686, tie = 100, loss = 75
win = 687, tie = 100, loss = 75
win = 688, tie = 100, loss = 75
win = 689, tie = 100, loss = 75
win = 690, tie = 100, loss = 75
win = 691, tie = 100, loss = 75
win = 692, tie = 100, loss = 75
win = 693, tie = 100, loss = 75
win = 694, tie = 100, loss = 75
win = 695, tie = 100, loss = 75
win = 695, tie = 101, loss = 75
win = 696, tie = 101, loss = 75
win = 697, tie = 101, loss = 75
win = 697, tie = 101, loss = 76
win = 698, tie = 101, loss = 76
win = 699, tie = 101, loss = 76
win = 700, tie = 101, loss = 76
win = 701, tie = 101, loss = 76
win = 701, tie = 101, loss = 77
win = 702, tie = 101, loss = 77
win = 702, tie = 102, loss = 77
win = 703, tie = 102, loss = 77
win = 703, tie = 102, loss = 78
win = 704, tie = 102, loss = 78
win = 705, tie = 102, loss = 78
win = 706, tie = 102, loss = 78
win = 707, tie = 102, loss = 78
win = 708, tie = 102, loss = 78
win = 709, tie = 102, loss = 78
win = 710, tie = 102, loss = 78
win = 711, tie = 102, loss = 78
win = 712, tie = 102, loss = 78
win = 713, tie = 102, loss = 78
win = 713, tie = 103, loss = 78
win = 714, tie = 103, loss = 78
win = 715, tie = 103, loss = 78
win = 715, tie = 103, loss = 79
win = 715, tie = 103, loss = 80
win = 716, tie = 103, loss = 80
win = 717, tie = 103, loss = 80
win = 718, tie = 103, loss = 80
win = 719, tie = 103, loss = 80
win = 719, tie = 104, loss = 80
win = 720, tie = 104, loss = 80
win = 721, tie = 104, loss = 80
win = 722, tie = 104, loss = 80
win = 723, tie = 104, loss = 80
win = 724, tie = 104, loss = 80
win = 725, tie = 104, loss = 80
win = 726, tie = 104, loss = 80
win = 727, tie = 104, loss = 80
win = 728, tie = 104, loss = 80
win = 729, tie = 104, loss = 80
win = 730, tie = 104, loss = 80
win = 730, tie = 105, loss = 80
win = 731, tie = 105, loss = 80
win = 732, tie = 105, loss = 80
win = 733, tie = 105, loss = 80
win = 734, tie = 105, loss = 80
win = 735, tie = 105, loss = 80
win = 736, tie = 105, loss = 80
win = 737, tie = 105, loss = 80
win = 738, tie = 105, loss = 80
win = 739, tie = 105, loss = 80
win = 739, tie = 105, loss = 81
win = 740, tie = 105, loss = 81
win = 741, tie = 105, loss = 81
win = 742, tie = 105, loss = 81
win = 743, tie = 105, loss = 81
win = 743, tie = 105, loss = 82
win = 744, tie = 105, loss = 82
win = 745, tie = 105, loss = 82
win = 746, tie = 105, loss = 82
win = 747, tie = 105, loss = 82
win = 748, tie = 105, loss = 82
win = 749, tie = 105, loss = 82
win = 750, tie = 105, loss = 82
win = 751, tie = 105, loss = 82
win = 751, tie = 106, loss = 82
win = 751, tie = 106, loss = 83
win = 752, tie = 106, loss = 83
win = 753, tie = 106, loss = 83
win = 754, tie = 106, loss = 83
win = 755, tie = 106, loss = 83
win = 755, tie = 107, loss = 83
win = 756, tie = 107, loss = 83
win = 756, tie = 108, loss = 83
win = 756, tie = 109, loss = 83
win = 757, tie = 109, loss = 83
win = 758, tie = 109, loss = 83
win = 759, tie = 109, loss = 83
win = 760, tie = 109, loss = 83
win = 760, tie = 109, loss = 84
win = 761, tie = 109, loss = 84
win = 761, tie = 109, loss = 85
win = 762, tie = 109, loss = 85
win = 763, tie = 109, loss = 85
win = 764, tie = 109, loss = 85
win = 765, tie = 109, loss = 85
win = 766, tie = 109, loss = 85
win = 767, tie = 109, loss = 85
win = 768, tie = 109, loss = 85
win = 768, tie = 110, loss = 85
win = 769, tie = 110, loss = 85
win = 770, tie = 110, loss = 85
win = 771, tie = 110, loss = 85
win = 772, tie = 110, loss = 85
win = 773, tie = 110, loss = 85
win = 774, tie = 110, loss = 85
win = 775, tie = 110, loss = 85
win = 776, tie = 110, loss = 85
win = 777, tie = 110, loss = 85
win = 777, tie = 111, loss = 85
win = 778, tie = 111, loss = 85
win = 779, tie = 111, loss = 85
win = 780, tie = 111, loss = 85
win = 781, tie = 111, loss = 85
win = 782, tie = 111, loss = 85
win = 783, tie = 111, loss = 85
win = 784, tie = 111, loss = 85
win = 784, tie = 111, loss = 86
win = 785, tie = 111, loss = 86
win = 786, tie = 111, loss = 86
win = 787, tie = 111, loss = 86
win = 788, tie = 111, loss = 86
win = 788, tie = 112, loss = 86
win = 789, tie = 112, loss = 86
win = 790, tie = 112, loss = 86
win = 791, tie = 112, loss = 86
win = 792, tie = 112, loss = 86
win = 793, tie = 112, loss = 86
win = 794, tie = 112, loss = 86
win = 795, tie = 112, loss = 86
win = 796, tie = 112, loss = 86
win = 797, tie = 112, loss = 86
win = 797, tie = 112, loss = 87
win = 797, tie = 112, loss = 88
win = 798, tie = 112, loss = 88
win = 799, tie = 112, loss = 88
win = 800, tie = 112, loss = 88
==============As first move=====================
win = 800, tie = 112, loss = 88
win = 0, tie = 0, loss = 1
win = 0, tie = 0, loss = 2
win = 0, tie = 0, loss = 3
win = 1, tie = 0, loss = 3
win = 2, tie = 0, loss = 3
win = 3, tie = 0, loss = 3
win = 4, tie = 0, loss = 3
win = 4, tie = 0, loss = 4
win = 4, tie = 0, loss = 5
win = 4, tie = 0, loss = 6
win = 4, tie = 1, loss = 6
win = 4, tie = 1, loss = 7
win = 4, tie = 1, loss = 8
win = 4, tie = 2, loss = 8
win = 5, tie = 2, loss = 8
win = 6, tie = 2, loss = 8
win = 7, tie = 2, loss = 8
win = 7, tie = 2, loss = 9
win = 7, tie = 3, loss = 9
win = 7, tie = 3, loss = 10
win = 7, tie = 3, loss = 11
win = 8, tie = 3, loss = 11
win = 9, tie = 3, loss = 11
win = 10, tie = 3, loss = 11
win = 11, tie = 3, loss = 11
win = 11, tie = 3, loss = 12
win = 12, tie = 3, loss = 12
win = 12, tie = 3, loss = 13
win = 13, tie = 3, loss = 13
win = 13, tie = 3, loss = 14
win = 14, tie = 3, loss = 14
win = 14, tie = 3, loss = 15
win = 15, tie = 3, loss = 15
win = 15, tie = 3, loss = 16
win = 16, tie = 3, loss = 16
win = 17, tie = 3, loss = 16
win = 17, tie = 3, loss = 17
win = 18, tie = 3, loss = 17
win = 18, tie = 4, loss = 17
win = 19, tie = 4, loss = 17
win = 20, tie = 4, loss = 17
win = 20, tie = 4, loss = 18
win = 21, tie = 4, loss = 18
win = 21, tie = 4, loss = 19
win = 21, tie = 4, loss = 20
win = 21, tie = 4, loss = 21
win = 22, tie = 4, loss = 21
win = 22, tie = 4, loss = 22
win = 23, tie = 4, loss = 22
win = 23, tie = 4, loss = 23
win = 23, tie = 4, loss = 24
win = 24, tie = 4, loss = 24
win = 25, tie = 4, loss = 24
win = 25, tie = 4, loss = 25
win = 25, tie = 4, loss = 26
win = 25, tie = 4, loss = 27
win = 26, tie = 4, loss = 27
win = 27, tie = 4, loss = 27
win = 28, tie = 4, loss = 27
win = 29, tie = 4, loss = 27
win = 30, tie = 4, loss = 27
win = 31, tie = 4, loss = 27
win = 32, tie = 4, loss = 27
win = 32, tie = 4, loss = 28
win = 33, tie = 4, loss = 28
win = 34, tie = 4, loss = 28
win = 35, tie = 4, loss = 28
win = 36, tie = 4, loss = 28
win = 37, tie = 4, loss = 28
win = 37, tie = 5, loss = 28
win = 38, tie = 5, loss = 28
win = 39, tie = 5, loss = 28
win = 40, tie = 5, loss = 28
win = 40, tie = 5, loss = 29
win = 40, tie = 5, loss = 30
win = 40, tie = 5, loss = 31
win = 41, tie = 5, loss = 31
win = 42, tie = 5, loss = 31
win = 42, tie = 5, loss = 32
win = 43, tie = 5, loss = 32
win = 44, tie = 5, loss = 32
win = 45, tie = 5, loss = 32
win = 45, tie = 6, loss = 32
win = 46, tie = 6, loss = 32
win = 47, tie = 6, loss = 32
win = 48, tie = 6, loss = 32
win = 49, tie = 6, loss = 32
win = 50, tie = 6, loss = 32
win = 50, tie = 7, loss = 32
win = 50, tie = 7, loss = 33
win = 51, tie = 7, loss = 33
win = 52, tie = 7, loss = 33
win = 53, tie = 7, loss = 33
win = 53, tie = 8, loss = 33
win = 54, tie = 8, loss = 33
win = 54, tie = 8, loss = 34
win = 55, tie = 8, loss = 34
win = 55, tie = 8, loss = 35
win = 55, tie = 8, loss = 36
win = 55, tie = 8, loss = 37
win = 55, tie = 8, loss = 38
win = 56, tie = 8, loss = 38
win = 56, tie = 8, loss = 39
win = 56, tie = 8, loss = 40
win = 57, tie = 8, loss = 40
win = 58, tie = 8, loss = 40
win = 59, tie = 8, loss = 40
win = 60, tie = 8, loss = 40
win = 61, tie = 8, loss = 40
win = 62, tie = 8, loss = 40
win = 62, tie = 8, loss = 41
win = 63, tie = 8, loss = 41
win = 64, tie = 8, loss = 41
win = 64, tie = 8, loss = 42
win = 64, tie = 8, loss = 43
win = 65, tie = 8, loss = 43
win = 66, tie = 8, loss = 43
win = 66, tie = 8, loss = 44
win = 67, tie = 8, loss = 44
win = 68, tie = 8, loss = 44
win = 69, tie = 8, loss = 44
win = 70, tie = 8, loss = 44
win = 70, tie = 8, loss = 45
win = 70, tie = 9, loss = 45
win = 71, tie = 9, loss = 45
win = 72, tie = 9, loss = 45
win = 73, tie = 9, loss = 45
win = 73, tie = 9, loss = 46
win = 74, tie = 9, loss = 46
win = 75, tie = 9, loss = 46
win = 76, tie = 9, loss = 46
win = 77, tie = 9, loss = 46
win = 78, tie = 9, loss = 46
win = 78, tie = 10, loss = 46
win = 79, tie = 10, loss = 46
win = 79, tie = 11, loss = 46
win = 79, tie = 12, loss = 46
win = 80, tie = 12, loss = 46
win = 81, tie = 12, loss = 46
win = 81, tie = 12, loss = 47
win = 82, tie = 12, loss = 47
win = 82, tie = 13, loss = 47
win = 83, tie = 13, loss = 47
win = 83, tie = 13, loss = 48
win = 83, tie = 13, loss = 49
win = 84, tie = 13, loss = 49
win = 85, tie = 13, loss = 49
win = 86, tie = 13, loss = 49
win = 86, tie = 13, loss = 50
win = 87, tie = 13, loss = 50
win = 87, tie = 13, loss = 51
win = 88, tie = 13, loss = 51
win = 88, tie = 13, loss = 52
win = 88, tie = 13, loss = 53
win = 89, tie = 13, loss = 53
win = 90, tie = 13, loss = 53
win = 90, tie = 13, loss = 54
win = 91, tie = 13, loss = 54
win = 92, tie = 13, loss = 54
win = 93, tie = 13, loss = 54
win = 94, tie = 13, loss = 54
win = 94, tie = 13, loss = 55
win = 94, tie = 14, loss = 55
win = 94, tie = 14, loss = 56
win = 94, tie = 14, loss = 57
win = 94, tie = 15, loss = 57
win = 94, tie = 16, loss = 57
win = 95, tie = 16, loss = 57
win = 96, tie = 16, loss = 57
win = 97, tie = 16, loss = 57
win = 97, tie = 16, loss = 58
win = 98, tie = 16, loss = 58
win = 99, tie = 16, loss = 58
win = 99, tie = 16, loss = 59
win = 99, tie = 16, loss = 60
win = 99, tie = 16, loss = 61
win = 100, tie = 16, loss = 61
win = 101, tie = 16, loss = 61
win = 102, tie = 16, loss = 61
win = 102, tie = 16, loss = 62
win = 103, tie = 16, loss = 62
win = 103, tie = 16, loss = 63
win = 104, tie = 16, loss = 63
win = 105, tie = 16, loss = 63
win = 106, tie = 16, loss = 63
win = 106, tie = 16, loss = 64
win = 107, tie = 16, loss = 64
win = 107, tie = 16, loss = 65
win = 108, tie = 16, loss = 65
win = 109, tie = 16, loss = 65
win = 109, tie = 17, loss = 65
win = 109, tie = 17, loss = 66
win = 110, tie = 17, loss = 66
win = 111, tie = 17, loss = 66
win = 112, tie = 17, loss = 66
win = 112, tie = 17, loss = 67
win = 113, tie = 17, loss = 67
win = 114, tie = 17, loss = 67
win = 115, tie = 17, loss = 67
win = 116, tie = 17, loss = 67
win = 116, tie = 17, loss = 68
win = 117, tie = 17, loss = 68
win = 117, tie = 18, loss = 68
win = 118, tie = 18, loss = 68
win = 118, tie = 18, loss = 69
win = 119, tie = 18, loss = 69
win = 120, tie = 18, loss = 69
win = 120, tie = 18, loss = 70
win = 121, tie = 18, loss = 70
win = 122, tie = 18, loss = 70
win = 122, tie = 18, loss = 71
win = 122, tie = 18, loss = 72
win = 123, tie = 18, loss = 72
win = 123, tie = 18, loss = 73
win = 124, tie = 18, loss = 73
win = 125, tie = 18, loss = 73
win = 125, tie = 18, loss = 74
win = 125, tie = 18, loss = 75
win = 126, tie = 18, loss = 75
win = 126, tie = 18, loss = 76
win = 126, tie = 18, loss = 77
win = 127, tie = 18, loss = 77
win = 127, tie = 18, loss = 78
win = 127, tie = 18, loss = 79
win = 127, tie = 19, loss = 79
win = 127, tie = 20, loss = 79
win = 127, tie = 21, loss = 79
win = 128, tie = 21, loss = 79
win = 129, tie = 21, loss = 79
win = 129, tie = 21, loss = 80
win = 130, tie = 21, loss = 80
win = 130, tie = 21, loss = 81
win = 130, tie = 21, loss = 82
win = 130, tie = 21, loss = 83
win = 130, tie = 21, loss = 84
win = 131, tie = 21, loss = 84
win = 131, tie = 21, loss = 85
win = 132, tie = 21, loss = 85
win = 132, tie = 22, loss = 85
win = 133, tie = 22, loss = 85
win = 134, tie = 22, loss = 85
win = 134, tie = 22, loss = 86
win = 135, tie = 22, loss = 86
win = 135, tie = 22, loss = 87
win = 135, tie = 22, loss = 88
win = 136, tie = 22, loss = 88
win = 137, tie = 22, loss = 88
win = 138, tie = 22, loss = 88
win = 139, tie = 22, loss = 88
win = 140, tie = 22, loss = 88
win = 140, tie = 23, loss = 88
win = 140, tie = 23, loss = 89
win = 140, tie = 23, loss = 90
win = 141, tie = 23, loss = 90
win = 141, tie = 23, loss = 91
win = 141, tie = 23, loss = 92
win = 141, tie = 23, loss = 93
win = 141, tie = 24, loss = 93
win = 142, tie = 24, loss = 93
win = 142, tie = 24, loss = 94
win = 143, tie = 24, loss = 94
win = 144, tie = 24, loss = 94
win = 145, tie = 24, loss = 94
win = 145, tie = 25, loss = 94
win = 145, tie = 25, loss = 95
win = 145, tie = 25, loss = 96
win = 146, tie = 25, loss = 96
win = 146, tie = 25, loss = 97
win = 146, tie = 25, loss = 98
win = 146, tie = 25, loss = 99
win = 147, tie = 25, loss = 99
win = 147, tie = 25, loss = 100
win = 147, tie = 25, loss = 101
win = 148, tie = 25, loss = 101
win = 149, tie = 25, loss = 101
win = 150, tie = 25, loss = 101
win = 150, tie = 25, loss = 102
win = 151, tie = 25, loss = 102
win = 152, tie = 25, loss = 102
win = 153, tie = 25, loss = 102
win = 154, tie = 25, loss = 102
win = 154, tie = 25, loss = 103
win = 154, tie = 25, loss = 104
win = 154, tie = 25, loss = 105
win = 155, tie = 25, loss = 105
win = 156, tie = 25, loss = 105
win = 156, tie = 25, loss = 106
win = 156, tie = 25, loss = 107
win = 157, tie = 25, loss = 107
win = 158, tie = 25, loss = 107
win = 158, tie = 25, loss = 108
win = 159, tie = 25, loss = 108
win = 159, tie = 25, loss = 109
win = 160, tie = 25, loss = 109
win = 161, tie = 25, loss = 109
win = 162, tie = 25, loss = 109
win = 163, tie = 25, loss = 109
win = 163, tie = 25, loss = 110
win = 164, tie = 25, loss = 110
win = 165, tie = 25, loss = 110
win = 165, tie = 25, loss = 111
win = 166, tie = 25, loss = 111
win = 167, tie = 25, loss = 111
win = 168, tie = 25, loss = 111
win = 168, tie = 25, loss = 112
win = 169, tie = 25, loss = 112
win = 170, tie = 25, loss = 112
win = 171, tie = 25, loss = 112
win = 172, tie = 25, loss = 112
win = 173, tie = 25, loss = 112
win = 174, tie = 25, loss = 112
win = 174, tie = 25, loss = 113
win = 175, tie = 25, loss = 113
win = 175, tie = 25, loss = 114
win = 176, tie = 25, loss = 114
win = 176, tie = 25, loss = 115
win = 177, tie = 25, loss = 115
win = 177, tie = 25, loss = 116
win = 177, tie = 25, loss = 117
win = 178, tie = 25, loss = 117
win = 178, tie = 25, loss = 118
win = 178, tie = 26, loss = 118
win = 179, tie = 26, loss = 118
win = 179, tie = 26, loss = 119
win = 180, tie = 26, loss = 119
win = 180, tie = 27, loss = 119
win = 180, tie = 27, loss = 120
win = 180, tie = 27, loss = 121
win = 181, tie = 27, loss = 121
win = 181, tie = 27, loss = 122
win = 182, tie = 27, loss = 122
win = 183, tie = 27, loss = 122
win = 184, tie = 27, loss = 122
win = 185, tie = 27, loss = 122
win = 186, tie = 27, loss = 122
win = 187, tie = 27, loss = 122
win = 188, tie = 27, loss = 122
win = 188, tie = 27, loss = 123
win = 188, tie = 27, loss = 124
win = 189, tie = 27, loss = 124
win = 189, tie = 27, loss = 125
win = 189, tie = 27, loss = 126
win = 190, tie = 27, loss = 126
win = 191, tie = 27, loss = 126
win = 191, tie = 27, loss = 127
win = 192, tie = 27, loss = 127
win = 193, tie = 27, loss = 127
win = 194, tie = 27, loss = 127
win = 194, tie = 28, loss = 127
win = 195, tie = 28, loss = 127
win = 196, tie = 28, loss = 127
win = 197, tie = 28, loss = 127
win = 198, tie = 28, loss = 127
win = 198, tie = 28, loss = 128
win = 199, tie = 28, loss = 128
win = 200, tie = 28, loss = 128
win = 201, tie = 28, loss = 128
win = 201, tie = 28, loss = 129
win = 202, tie = 28, loss = 129
win = 203, tie = 28, loss = 129
win = 204, tie = 28, loss = 129
win = 204, tie = 28, loss = 130
win = 204, tie = 28, loss = 131
win = 205, tie = 28, loss = 131
win = 206, tie = 28, loss = 131
win = 207, tie = 28, loss = 131
win = 208, tie = 28, loss = 131
win = 208, tie = 28, loss = 132
win = 208, tie = 28, loss = 133
win = 208, tie = 29, loss = 133
win = 208, tie = 29, loss = 134
win = 209, tie = 29, loss = 134
win = 209, tie = 29, loss = 135
win = 209, tie = 29, loss = 136
win = 209, tie = 29, loss = 137
win = 210, tie = 29, loss = 137
win = 211, tie = 29, loss = 137
win = 212, tie = 29, loss = 137
win = 213, tie = 29, loss = 137
win = 214, tie = 29, loss = 137
win = 215, tie = 29, loss = 137
win = 216, tie = 29, loss = 137
win = 217, tie = 29, loss = 137
win = 218, tie = 29, loss = 137
win = 218, tie = 29, loss = 138
win = 218, tie = 29, loss = 139
win = 219, tie = 29, loss = 139
win = 220, tie = 29, loss = 139
win = 221, tie = 29, loss = 139
win = 222, tie = 29, loss = 139
win = 222, tie = 30, loss = 139
win = 222, tie = 30, loss = 140
win = 223, tie = 30, loss = 140
win = 224, tie = 30, loss = 140
win = 224, tie = 30, loss = 141
win = 225, tie = 30, loss = 141
win = 225, tie = 30, loss = 142
win = 226, tie = 30, loss = 142
win = 226, tie = 30, loss = 143
win = 226, tie = 31, loss = 143
win = 226, tie = 32, loss = 143
win = 227, tie = 32, loss = 143
win = 227, tie = 32, loss = 144
win = 227, tie = 32, loss = 145
win = 227, tie = 32, loss = 146
win = 227, tie = 32, loss = 147
win = 228, tie = 32, loss = 147
win = 228, tie = 32, loss = 148
win = 229, tie = 32, loss = 148
win = 230, tie = 32, loss = 148
win = 230, tie = 32, loss = 149
win = 230, tie = 32, loss = 150
win = 231, tie = 32, loss = 150
win = 232, tie = 32, loss = 150
win = 233, tie = 32, loss = 150
win = 233, tie = 32, loss = 151
win = 233, tie = 32, loss = 152
win = 233, tie = 32, loss = 153
win = 234, tie = 32, loss = 153
win = 235, tie = 32, loss = 153
win = 235, tie = 32, loss = 154
win = 236, tie = 32, loss = 154
win = 237, tie = 32, loss = 154
win = 238, tie = 32, loss = 154
win = 239, tie = 32, loss = 154
win = 239, tie = 33, loss = 154
win = 239, tie = 34, loss = 154
win = 240, tie = 34, loss = 154
win = 240, tie = 34, loss = 155
win = 241, tie = 34, loss = 155
win = 241, tie = 34, loss = 156
win = 242, tie = 34, loss = 156
win = 243, tie = 34, loss = 156
win = 244, tie = 34, loss = 156
win = 245, tie = 34, loss = 156
win = 246, tie = 34, loss = 156
win = 247, tie = 34, loss = 156
win = 247, tie = 34, loss = 157
win = 248, tie = 34, loss = 157
win = 249, tie = 34, loss = 157
win = 249, tie = 34, loss = 158
win = 250, tie = 34, loss = 158
win = 251, tie = 34, loss = 158
win = 252, tie = 34, loss = 158
win = 253, tie = 34, loss = 158
win = 253, tie = 34, loss = 159
win = 254, tie = 34, loss = 159
win = 255, tie = 34, loss = 159
win = 255, tie = 34, loss = 160
win = 256, tie = 34, loss = 160
win = 257, tie = 34, loss = 160
win = 258, tie = 34, loss = 160
win = 259, tie = 34, loss = 160
win = 260, tie = 34, loss = 160
win = 261, tie = 34, loss = 160
win = 261, tie = 34, loss = 161
win = 261, tie = 35, loss = 161
win = 262, tie = 35, loss = 161
win = 263, tie = 35, loss = 161
win = 264, tie = 35, loss = 161
win = 265, tie = 35, loss = 161
win = 266, tie = 35, loss = 161
win = 266, tie = 35, loss = 162
win = 266, tie = 36, loss = 162
win = 266, tie = 36, loss = 163
win = 266, tie = 36, loss = 164
win = 266, tie = 36, loss = 165
win = 266, tie = 36, loss = 166
win = 266, tie = 36, loss = 167
win = 266, tie = 36, loss = 168
win = 267, tie = 36, loss = 168
win = 268, tie = 36, loss = 168
win = 269, tie = 36, loss = 168
win = 270, tie = 36, loss = 168
win = 270, tie = 37, loss = 168
win = 271, tie = 37, loss = 168
win = 271, tie = 37, loss = 169
win = 271, tie = 37, loss = 170
win = 271, tie = 37, loss = 171
win = 271, tie = 37, loss = 172
win = 272, tie = 37, loss = 172
win = 272, tie = 37, loss = 173
win = 273, tie = 37, loss = 173
win = 274, tie = 37, loss = 173
win = 274, tie = 37, loss = 174
win = 274, tie = 37, loss = 175
win = 275, tie = 37, loss = 175
win = 276, tie = 37, loss = 175
win = 277, tie = 37, loss = 175
win = 278, tie = 37, loss = 175
win = 279, tie = 37, loss = 175
win = 279, tie = 38, loss = 175
win = 279, tie = 39, loss = 175
win = 279, tie = 39, loss = 176
win = 280, tie = 39, loss = 176
win = 280, tie = 39, loss = 177
win = 281, tie = 39, loss = 177
win = 281, tie = 39, loss = 178
win = 282, tie = 39, loss = 178
win = 283, tie = 39, loss = 178
win = 284, tie = 39, loss = 178
win = 284, tie = 40, loss = 178
win = 285, tie = 40, loss = 178
win = 285, tie = 40, loss = 179
win = 285, tie = 40, loss = 180
win = 286, tie = 40, loss = 180
win = 286, tie = 40, loss = 181
win = 287, tie = 40, loss = 181
win = 288, tie = 40, loss = 181
win = 289, tie = 40, loss = 181
win = 290, tie = 40, loss = 181
win = 291, tie = 40, loss = 181
win = 292, tie = 40, loss = 181
win = 292, tie = 40, loss = 182
win = 293, tie = 40, loss = 182
win = 293, tie = 41, loss = 182
win = 294, tie = 41, loss = 182
win = 294, tie = 41, loss = 183
win = 295, tie = 41, loss = 183
win = 296, tie = 41, loss = 183
win = 296, tie = 41, loss = 184
win = 297, tie = 41, loss = 184
win = 298, tie = 41, loss = 184
win = 298, tie = 41, loss = 185
win = 298, tie = 41, loss = 186
win = 299, tie = 41, loss = 186
win = 300, tie = 41, loss = 186
win = 300, tie = 41, loss = 187
win = 301, tie = 41, loss = 187
win = 302, tie = 41, loss = 187
win = 302, tie = 41, loss = 188
win = 302, tie = 41, loss = 189
win = 303, tie = 41, loss = 189
win = 304, tie = 41, loss = 189
win = 305, tie = 41, loss = 189
win = 305, tie = 41, loss = 190
win = 306, tie = 41, loss = 190
win = 307, tie = 41, loss = 190
win = 307, tie = 42, loss = 190
win = 308, tie = 42, loss = 190
win = 309, tie = 42, loss = 190
win = 309, tie = 42, loss = 191
win = 309, tie = 43, loss = 191
win = 309, tie = 43, loss = 192
win = 310, tie = 43, loss = 192
win = 311, tie = 43, loss = 192
win = 312, tie = 43, loss = 192
win = 313, tie = 43, loss = 192
win = 313, tie = 43, loss = 193
win = 314, tie = 43, loss = 193
win = 315, tie = 43, loss = 193
win = 316, tie = 43, loss = 193
win = 317, tie = 43, loss = 193
win = 317, tie = 44, loss = 193
win = 318, tie = 44, loss = 193
win = 319, tie = 44, loss = 193
win = 319, tie = 45, loss = 193
win = 319, tie = 45, loss = 194
win = 320, tie = 45, loss = 194
win = 320, tie = 45, loss = 195
win = 321, tie = 45, loss = 195
win = 321, tie = 45, loss = 196
win = 321, tie = 45, loss = 197
win = 321, tie = 45, loss = 198
win = 321, tie = 45, loss = 199
win = 321, tie = 45, loss = 200
win = 322, tie = 45, loss = 200
win = 323, tie = 45, loss = 200
win = 323, tie = 46, loss = 200
win = 324, tie = 46, loss = 200
win = 325, tie = 46, loss = 200
win = 326, tie = 46, loss = 200
win = 327, tie = 46, loss = 200
win = 327, tie = 47, loss = 200
win = 328, tie = 47, loss = 200
win = 329, tie = 47, loss = 200
win = 330, tie = 47, loss = 200
win = 330, tie = 47, loss = 201
win = 330, tie = 47, loss = 202
win = 330, tie = 47, loss = 203
win = 330, tie = 47, loss = 204
win = 331, tie = 47, loss = 204
win = 332, tie = 47, loss = 204
win = 333, tie = 47, loss = 204
win = 334, tie = 47, loss = 204
win = 335, tie = 47, loss = 204
win = 336, tie = 47, loss = 204
win = 337, tie = 47, loss = 204
win = 338, tie = 47, loss = 204
win = 339, tie = 47, loss = 204
win = 339, tie = 47, loss = 205
win = 339, tie = 47, loss = 206
win = 340, tie = 47, loss = 206
win = 341, tie = 47, loss = 206
win = 342, tie = 47, loss = 206
win = 342, tie = 47, loss = 207
win = 343, tie = 47, loss = 207
win = 343, tie = 47, loss = 208
win = 343, tie = 47, loss = 209
win = 344, tie = 47, loss = 209
win = 344, tie = 47, loss = 210
win = 345, tie = 47, loss = 210
win = 345, tie = 47, loss = 211
win = 345, tie = 47, loss = 212
win = 345, tie = 47, loss = 213
win = 346, tie = 47, loss = 213
win = 346, tie = 48, loss = 213
win = 347, tie = 48, loss = 213
win = 348, tie = 48, loss = 213
win = 348, tie = 49, loss = 213
win = 349, tie = 49, loss = 213
win = 349, tie = 49, loss = 214
win = 350, tie = 49, loss = 214
win = 350, tie = 49, loss = 215
win = 351, tie = 49, loss = 215
win = 352, tie = 49, loss = 215
win = 352, tie = 49, loss = 216
win = 353, tie = 49, loss = 216
win = 354, tie = 49, loss = 216
win = 355, tie = 49, loss = 216
win = 355, tie = 49, loss = 217
win = 356, tie = 49, loss = 217
win = 357, tie = 49, loss = 217
win = 357, tie = 49, loss = 218
win = 358, tie = 49, loss = 218
win = 358, tie = 49, loss = 219
win = 358, tie = 49, loss = 220
win = 359, tie = 49, loss = 220
win = 360, tie = 49, loss = 220
win = 361, tie = 49, loss = 220
win = 362, tie = 49, loss = 220
win = 362, tie = 50, loss = 220
win = 362, tie = 51, loss = 220
win = 362, tie = 51, loss = 221
win = 362, tie = 51, loss = 222
win = 362, tie = 51, loss = 223
win = 362, tie = 51, loss = 224
win = 363, tie = 51, loss = 224
win = 364, tie = 51, loss = 224
win = 365, tie = 51, loss = 224
win = 365, tie = 52, loss = 224
win = 366, tie = 52, loss = 224
win = 366, tie = 52, loss = 225
win = 366, tie = 52, loss = 226
win = 367, tie = 52, loss = 226
